Code No,Item,Unit,Quantity,Min,Max,Date
2023,Ash Gourd,Quintal,72,1000.0,2000.0,2025-02-24
2024,Parwal,Quintal,30,2500.0,5000.0,2025-02-24
2026,Hyacinth Beans,Quintal,100,2000.0,3000.0,2025-02-24
2027,Drumstick,Quintal,136,2000.0,4500.0,2025-02-24
2028,Raw Mango,Quintal,144,3000.0,6000.0,2025-02-24
2029,Chow Chow,Quintal,13,2000.0,3000.0,2025-02-24
2031,Double Beans,Quintal,11,2000.0,4000.0,2025-02-24
2032,Amaranth Leaves,Quintal,40,2000.0,3000.0,2025-02-24
2033,Taro,Quintal,164,2000.0,4000.0,2025-02-24
2035,Pointed Gourd,Quintal,19,7000.0,10000.0,2025-02-24
2036,Zucchini,Quintal,23,2000.0,3000.0,2025-02-24
2037,Curry Leaves,Quintal,28,3000.0,5000.0,2025-02-24
2040,Colocasia,Quintal,13,1600.0,6000.0,2025-02-24
3023,Red and Yellow Pumpkin,Quintal,24,4000.0,5000.0,2025-02-24
3024,Basil,Quintal,1,2500.0,3000.0,2025-02-24
3025,Broccoli,Quintal,45,3000.0,4000.0,2025-02-24
3026,Bok Choy,Quintal,1,2000.0,2500.0,2025-02-24
3028,Chinese Cabbage,Quintal,1,2000.0,2500.0,2025-02-24
3029,Red Cabbage,Quintal,3,1500.0,2000.0,2025-02-24
3030,Avocado,Quintal,20,6000.0,7000.0,2025-02-24
3031,Baby Corn,Quintal,3,4000.0,5000.0,2025-02-24
3032,Zucchini,Quintal,11,1500.0,2000.0,2025-02-24
3033,Cherry Tomato,Quintal,2,2000.0,2500.0,2025-02-24
3034,Lettuce,Quintal,3,200.0,2000.0,2025-02-24
3035,Celery,Quintal,6,2000.0,2500.0,2025-02-24
3036,Mushroom,Quintal,6,10000.0,12000.0,2025-02-24
3037,Lotus Root,Quintal,2,1500.0,2000.0,2025-02-24
3038,Radish,Quintal,3,2000.0,3000.0,2025-02-24
3040,Leeks,Quintal,1,3000.0,4000.0,2025-02-24
3041,Chinese Cucumber,Quintal,2,1500.0,3000.0,2025-02-24
3042,Chinese Garlic,Quintal,3,5000.0,7000.0,2025-02-24
3001,Coriander,Per Hundred,183643,500.0,1200.0,2025-02-24
3002,Fenugreek,Per Hundred,95390,400.0,700.0,2025-02-24
3003,Dill,Per Hundred,8800,400.0,700.0,2025-02-24
3004,Spring Onion,Per Hundred,9542,500.0,1000.0,2025-02-24
3005,Spinach,Per Hundred,18750,400.0,800.0,2025-02-24
3006,Radish,Per Hundred,4106,500.0,1200.0,2025-02-24
3007,Amaranth Leaves,Per Hundred,350,400.0,700.0,2025-02-24
3008,Mustard,Per Hundred,550,500.0,600.0,2025-02-24
3009,Amaranth,Per Hundred,1300,400.0,700.0,2025-02-24
3010,Green Garlic,Per Hundred,3500,800.0,1000.0,2025-02-24
3011,Mint,Per Hundred,18760,200.0,500.0,2025-02-24
3014,Chia Seeds,Per Hundred,500,400.0,1000.0,2025-02-24
3015,Roselle,Per Hundred,100,400.0,700.0,2025-02-24
3016,Chia,Per Hundred,2150,400.0,1000.0,2025-02-24
3022,Iceberg Lettuce,Quintal,12,2500.0,3000.0,2025-02-24
4001,Lemon,Quintal,463,500.0,3700.0,2025-02-24
4002,Guava,Quintal,350,1500.0,4000.0,2025-02-24
4005,Jackfruit,Quintal,9,1000.0,3000.0,2025-02-24
4007,Pear,Quintal,4,5000.0,15000.0,2025-02-24
4023,Plum,Quintal,1,4000.0,12000.0,2025-02-24
4027,Pomegranate,Quintal,21,1500.0,5000.0,2025-02-24
4034,Jamun,Quintal,570,2500.0,7000.0,2025-02-24
4041,Custard Apple,Quintal,3,5000.0,15000.0,2025-02-24
4044,Fig,Quintal,41,4000.0,10000.0,2025-02-24
4049,Strawberry,Quintal,24,10000.0,25000.0,2025-02-24
4051,Jujube,Quintal,52,2000.0,3500.0,2025-02-24
4054,Sapodilla,Quintal,229,1500.0,4000.0,2025-02-24
4059,Pomegranate - No.1,Quintal,252,2500.0,15000.0,2025-02-24
4063,Apple - Shimla,Quintal,315,3000.0,12000.0,2025-02-24
4074,Karonda,Quintal,1538,1000.0,2000.0,2025-02-24
4081,Amla,Quintal,54,2500.0,3000.0,2025-02-24
4086,Banana,Quintal,24,800.0,2000.0,2025-02-24
4088,Sweet Lime,Quintal,372,2500.0,6000.0,2025-02-24
4102,Papaya,Quintal,121,1000.0,1500.0,2025-02-24
4142,Grapes - Tasgaon,Quintal,599,3000.0,12000.0,2025-02-24
5003,Rice - Basmati,Quintal,34,7500.0,11000.0,2025-02-24
5004,Rice - Basmati Dubar,Quintal,756,6000.0,7000.0,2025-02-24
5005,Rice - Mogara,Quintal,570,3800.0,5000.0,2025-02-24
5006,Rice Flakes,Quintal,630,3500.0,4500.0,2025-02-24
5007,Rice - Ambemohar,Quintal,44,6200.0,7800.0,2025-02-24
5008,Rice - Kolam,Quintal,652,4200.0,6400.0,2025-02-24
5010,Rice - Dass,Quintal,677,3500.0,3800.0,2025-02-24
5011,Rice - Ukada,Quintal,420,3300.0,4000.0,2025-02-24
5012,Rice - Masuri,Quintal,422,3200.0,3600.0,2025-02-24
5013,Rice - Indrayani,Quintal,102,4500.0,5800.0,2025-02-24
5015,Wheat - Lokwan,Quintal,2565,3200.0,4200.0,2025-02-24
5017,Wheat - Gujarat Vinat,Quintal,643,4200.0,4600.0,2025-02-24
5018,Wheat - Gujarat Tukdi,Quintal,435,4000.0,4500.0,2025-02-24
5019,Wheat - Sinhor,Quintal,418,5000.0,5600.0,2025-02-24
5021,Sorghum - Maldandi No.1,Quintal,708,4300.0,5500.0,2025-02-24
5022,Sorghum - Maldandi No.2,Quintal,393,4200.0,4400.0,2025-02-24
5024,Sorghum - Vasant No.9,Quintal,539,4150.0,4350.0,2025-02-24
5025,Sorghum - Duri,Quintal,406,4050.0,4250.0,2025-02-24
5026,Pearl Millet - Gowran,Quintal,579,3100.0,3300.0,2025-02-24
5027,Pearl Millet - Hybrid,Quintal,398,3200.0,3500.0,2025-02-24
5028,Pearl Millet - Mahico No.910,Quintal,408,3400.0,3600.0,2025-02-24
5030,Peas - Green,Quintal,42,10400.0,12800.0,2025-02-24
5031,Peas - White,Quintal,36,4000.0,4600.0,2025-02-24
5033,Lentil,Quintal,40,7000.0,7200.0,2025-02-24
5035,Coriander - Indore,Quintal,3,10000.0,12000.0,2025-02-24
5036,Coriander - Gowran,Quintal,3,9000.0,12000.0,2025-02-24
5037,Chickpeas - Chafa,Quintal,41,7200.0,8200.0,2025-02-24
5038,Chickpeas - Hybrid,Quintal,38,7000.0,8000.0,2025-02-24
5041,Black Gram,Quintal,5,9200.0,10200.0,2025-02-24
5043,Maize - Red,Quintal,2,2500.0,2600.0,2025-02-24
5045,Tamarind - Old,Quintal,1,5000.0,6000.0,2025-02-24
5046,Tamarind - New,Quintal,2,8000.0,9000.0,2025-02-24
5047,Peanut - Gunguru,Quintal,778,9500.0,9800.0,2025-02-24
5048,Peanut - Jara,Quintal,394,9700.0,10000.0,2025-02-24
5049,Peanut - Spanish,Quintal,414,10000.0,11200.0,2025-02-24
5050,Turmeric - Rajapuri,Quintal,3,16000.0,18000.0,2025-02-24
5054,Green Gram,Quintal,38,8900.0,10000.0,2025-02-24
5057,Horse Gram,Quintal,6,6000.0,6500.0,2025-02-24
5058,Cowpea,Quintal,4,9500.0,12500.0,2025-02-24
5061,Finger Millet,Quintal,2,4500.0,5000.0,2025-02-24
5063,Jaggery - Type 1,Quintal,302,3701.0,3851.0,2025-02-24
5064,Jaggery - Type 2,Quintal,174,3525.0,3675.0,2025-02-24
5065,Red Jaggery,Quintal,217,3401.0,3515.0,2025-02-24
5067,Box Jaggery,Quintal,261,3800.0,4200.0,2025-02-24
5068,Red Chilli - Byadgi,Quintal,4,14000.0,16000.0,2025-02-24
5069,Red Chilli - Guntur,Quintal,6,13500.0,15500.0,2025-02-24
6009,Dates,10 Kg,1520,300.0,1300.0,2025-02-24
6011,Grated Coconut,25 Kg,1695,2825.0,2975.0,2025-02-24
6018,Amaranth,50 Kg,1310,6200.0,7500.0,2025-02-24
7001,Jasmine,1 Kg,26,400.0,600.0,2025-02-24
7002,Marigold,1 Kg,294,160.0,240.0,2025-02-24
7003,Jasmine,1 Kg,13,240.0,360.0,2025-02-24
7005,Tube Rose,1 Kg,4473,100.0,150.0,2025-02-24
7006,Marigold,1 Kg,33138,16.0,24.0,2025-02-24
7007,Holy Basil,1 Kg,2268,20.0,30.0,2025-02-24
7009,Lightning,1 Kg,5901,20.0,30.0,2025-02-24
7011,White Chrysanthemum,1 Kg,4053,100.0,150.0,2025-02-24
7012,Yellow Chrysanthemum,1 Kg,1733,100.0,150.0,2025-02-24
7013,Aster,Per Hundred,4368,12.0,18.0,2025-02-24
7015,Lily,Bundle,1103,12.0,18.0,2025-02-24
7016,Rose,Bunch,5439,20.0,30.0,2025-02-24
7018,Tube Rose Stick,Bunch,693,20.0,30.0,2025-02-24
7020,Golden D.J.,Bunch,1313,20.0,30.0,2025-02-24
7021,Gladiolus Plain,Bunch,189,20.0,30.0,2025-02-24
7022,Gladiolus Colored,Bunch,693,40.0,60.0,2025-02-24
7027,Tats,Bunch,116,16.0,24.0,2025-02-24
7028,Gypsy,Bunch,462,140.0,210.0,2025-02-24
7031,Gerbera,Bunch,5912,40.0,60.0,2025-02-24
7032,Carnation,Bunch,431,200.0,300.0,2025-02-24
7033,Dutch Rose,Bunch,4767,200.0,300.0,2025-02-24
7035,Portia Tree,Per Piece,3518,8.0,12.0,2025-02-24
7036,Hibiscus,Per Hundred,263,8.0,12.0,2025-02-24
7038,Lilium,Bunch,189,400.0,600.0,2025-02-24
7039,Orchid,Bunch,179,200.0,300.0,2025-02-24
7040,Anthurium,Bunch,84,80.0,120.0,2025-02-24
7041,Grass,Bunch,1974,20.0,30.0,2025-02-24
7042,Leaf,Bunch,3528,20.0,30.0,2025-02-24
1001,Onion,Quintal,19093,1400.0,2700.0,2025-02-23
1002,Potato,Quintal,4985,1200.0,1800.0,2025-02-23
1003,Garlic,Quintal,1332,4000.0,13000.0,2025-02-23
1004,Ginger,Quintal,262,1000.0,2500.0,2025-02-23
2001,Ladyfinger,Quintal,214,3000.0,6000.0,2025-02-23
2002,Cluster Beans,Quintal,118,5000.0,8000.0,2025-02-23
2003,Tomato,Quintal,2290,600.0,1200.0,2025-02-23
2004,Peas,Quintal,872,2000.0,3000.0,2025-02-23
2005,Ridge Gourd,Quintal,250,2000.0,5000.0,2025-02-23
2006,Tinda,Quintal,105,2000.0,4000.0,2025-02-23
2007,Green Chilli,Quintal,845,2500.0,4000.0,2025-02-23
2008,Bottle Gourd,Quintal,273,1000.0,2000.0,2025-02-23
2010,Cucumber,Quintal,814,1000.0,2000.0,2025-02-23
2011,Bitter Gourd,Quintal,123,2000.0,3000.0,2025-02-23
2012,Yam,Quintal,234,700.0,1500.0,2025-02-23
2013,Carrot,Quintal,1500,1000.0,2000.0,2025-02-23
2014,Snake Gourd,Quintal,22,2000.0,4000.0,2025-02-23
2015,Pointed Gourd,Quintal,16,2500.0,3000.0,2025-02-23
2016,Cauliflower,Quintal,1086,400.0,1000.0,2025-02-23
2017,Cabbage,Quintal,152,400.0,700.0,2025-02-23
2018,Brinjal,Quintal,471,1000.0,3000.0,2025-02-23
2019,Pumpkin,Quintal,398,1000.0,3000.0,2025-02-23
2020,Elephant Foot Yam,Quintal,9,1000.0,7000.0,2025-02-23
2021,Ivy Gourd,Quintal,51,2000.0,3500.0,2025-02-23
2022,Beetroot,Quintal,209,600.0,2000.0,2025-02-23
2023,Ash Gourd,Quintal,60,1000.0,2000.0,2025-02-23
2024,Parwal,Quintal,31,3000.0,5000.0,2025-02-23
2026,Hyacinth Beans,Quintal,77,2000.0,3000.0,2025-02-23
2027,Drumstick,Quintal,234,2500.0,5000.0,2025-02-23
2028,Raw Mango,Quintal,53,4000.0,6000.0,2025-02-23
2029,Chow Chow,Quintal,5,2000.0,3000.0,2025-02-23
2031,Double Beans,Quintal,5,2000.0,4000.0,2025-02-23
2032,Amaranth Leaves,Quintal,24,2000.0,3000.0,2025-02-23
2033,Taro,Quintal,158,2000.0,4000.0,2025-02-23
2035,Pointed Gourd,Quintal,7,2000.0,4000.0,2025-02-23
2036,Zucchini,Quintal,23,2000.0,3000.0,2025-02-23
2037,Curry Leaves,Quintal,42,2500.0,5000.0,2025-02-23
2039,Tindora,Quintal,3,2000.0,3000.0,2025-02-23
2040,Colocasia,Quintal,3,1600.0,2500.0,2025-02-23
3023,Red and Yellow Pumpkin,Quintal,18,5000.0,6000.0,2025-02-23
3024,Basil,Quintal,1,2500.0,3000.0,2025-02-23
3025,Broccoli,Quintal,51,3500.0,4000.0,2025-02-23
3026,Bok Choy,Quintal,1,2500.0,3000.0,2025-02-23
3028,Chinese Cabbage,Quintal,1,2000.0,2500.0,2025-02-23
3030,Avocado,Quintal,11,6000.0,7000.0,2025-02-23
3031,Baby Corn,Quintal,2,3500.0,4000.0,2025-02-23
3032,Zucchini,Quintal,8,2500.0,3000.0,2025-02-23
3033,Cherry Tomato,Quintal,1,2500.0,3000.0,2025-02-23
3035,Celery,Quintal,4,2500.0,3000.0,2025-02-23
3036,Mushroom,Quintal,4,10000.0,12000.0,2025-02-23
3037,Lotus Root,Quintal,2,1500.0,2000.0,2025-02-23
3038,Radish,Quintal,2,2000.0,2500.0,2025-02-23
3042,Chinese Garlic,Quintal,2,5000.0,6000.0,2025-02-23
3001,Coriander,Per Hundred,131120,400.0,800.0,2025-02-23
3002,Fenugreek,Per Hundred,66208,400.0,800.0,2025-02-23
3003,Dill,Per Hundred,7125,500.0,800.0,2025-02-23
3004,Spring Onion,Per Hundred,15247,400.0,1000.0,2025-02-23
3005,Spinach,Per Hundred,19600,500.0,800.0,2025-02-23
3006,Radish,Per Hundred,4310,600.0,1500.0,2025-02-23
3007,Amaranth Leaves,Per Hundred,1150,500.0,800.0,2025-02-23
3008,Mustard,Per Hundred,630,500.0,600.0,2025-02-23
3009,Amaranth,Per Hundred,600,500.0,800.0,2025-02-23
3010,Green Garlic,Per Hundred,3000,700.0,1000.0,2025-02-23
3011,Mint,Per Hundred,17950,200.0,500.0,2025-02-23
3014,Chia Seeds,Per Hundred,760,500.0,800.0,2025-02-23
3016,Chia,Per Hundred,1650,500.0,800.0,2025-02-23
3022,Iceberg Lettuce,Quintal,5,2500.0,3000.0,2025-02-23
4001,Lemon,Quintal,266,500.0,3500.0,2025-02-23
4002,Guava,Quintal,610,2000.0,4000.0,2025-02-23
4005,Jackfruit,Quintal,10,1000.0,2000.0,2025-02-23
4007,Pear,Quintal,24,5500.0,7500.0,2025-02-23
4027,Pomegranate,Quintal,27,2000.0,5000.0,2025-02-23
4034,Jamun,Quintal,480,2500.0,7000.0,2025-02-23
4038,Pineapple,Quintal,243,2600.0,5300.0,2025-02-23
4044,Fig,Quintal,21,5000.0,7000.0,2025-02-23
4049,Strawberry,Quintal,47,10000.0,15000.0,2025-02-23
4051,Jujube,Quintal,41,2000.0,4000.0,2025-02-23
4053,Cherry,Quintal,1,10000.0,30000.0,2025-02-23
4054,Sapodilla,Quintal,178,1500.0,5000.0,2025-02-23
4059,Pomegranate - No.1,Quintal,228,1500.0,15000.0,2025-02-23
4063,Apple - Shimla,Quintal,330,3000.0,12000.0,2025-02-23
4074,Karonda,Quintal,1772,1000.0,2000.0,2025-02-23
4081,Amla,Quintal,87,2000.0,3000.0,2025-02-23
4085,Wood Apple,Quintal,5,1000.0,2000.0,2025-02-23
4086,Banana,Quintal,19,800.0,1600.0,2025-02-23
4088,Sweet Lime,Quintal,80,2500.0,5000.0,2025-02-23
4102,Papaya,Quintal,304,1000.0,2000.0,2025-02-23
4142,Grapes - Tasgaon,Quintal,558,2000.0,11000.0,2025-02-23
5003,Rice - Basmati,Quintal,32,7400.0,10800.0,2025-02-23
5004,Rice - Basmati Dubar,Quintal,753,6000.0,6800.0,2025-02-23
5005,Rice - Mogara,Quintal,567,4000.0,5000.0,2025-02-23
5006,Rice Flakes,Quintal,633,3400.0,4400.0,2025-02-23
5007,Rice - Ambemohar,Quintal,42,6000.0,7800.0,2025-02-23
5008,Rice - Kolam,Quintal,655,4200.0,6200.0,2025-02-23
5010,Rice - Dass,Quintal,675,3400.0,3600.0,2025-02-23
5011,Rice - Ukada,Quintal,417,3300.0,4000.0,2025-02-23
5012,Rice - Masuri,Quintal,423,3200.0,3500.0,2025-02-23
5013,Rice - Indrayani,Quintal,103,4500.0,5700.0,2025-02-23
5015,Wheat - Lokwan,Quintal,2561,3300.0,4200.0,2025-02-23
5017,Wheat - Gujarat Vinat,Quintal,645,4000.0,4500.0,2025-02-23
5018,Wheat - Gujarat Tukdi,Quintal,431,4000.0,4400.0,2025-02-23
5019,Wheat - Sinhor,Quintal,416,5000.0,5600.0,2025-02-23
5021,Sorghum - Maldandi No.1,Quintal,710,4300.0,5300.0,2025-02-23
5022,Sorghum - Maldandi No.2,Quintal,390,4200.0,4500.0,2025-02-23
5024,Sorghum - Vasant No.9,Quintal,541,4100.0,4400.0,2025-02-23
5025,Sorghum - Duri,Quintal,405,4000.0,4200.0,2025-02-23
5026,Pearl Millet - Gowran,Quintal,577,3200.0,3300.0,2025-02-23
5027,Pearl Millet - Hybrid,Quintal,400,3300.0,3600.0,2025-02-23
5028,Pearl Millet - Mahico No.910,Quintal,411,3500.0,3700.0,2025-02-23
5030,Peas - Green,Quintal,39,10500.0,13000.0,2025-02-23
5031,Peas - White,Quintal,36,4100.0,4500.0,2025-02-23
5033,Lentil,Quintal,38,7000.0,7300.0,2025-02-23
5035,Coriander - Indore,Quintal,2,11000.0,13000.0,2025-02-23
5036,Coriander - Gowran,Quintal,2,10000.0,11000.0,2025-02-23
5037,Chickpeas - Chafa,Quintal,39,7300.0,8300.0,2025-02-23
5038,Chickpeas - Hybrid,Quintal,35,7000.0,8000.0,2025-02-23
5041,Black Gram,Quintal,3,9200.0,10400.0,2025-02-23
5043,Maize - Red,Quintal,3,2400.0,2600.0,2025-02-23
5045,Tamarind - Old,Quintal,2,5500.0,6500.0,2025-02-23
5046,Tamarind - New,Quintal,4,8500.0,9500.0,2025-02-23
5047,Peanut - Gunguru,Quintal,775,9600.0,9900.0,2025-02-23
5048,Peanut - Jara,Quintal,390,9800.0,10000.0,2025-02-23
5049,Peanut - Spanish,Quintal,415,10200.0,11200.0,2025-02-23
5050,Turmeric - Rajapuri,Quintal,2,15000.0,18000.0,2025-02-23
5054,Green Gram,Quintal,40,8800.0,9800.0,2025-02-23
5057,Horse Gram,Quintal,5,5800.0,6400.0,2025-02-23
5058,Cowpea,Quintal,6,9500.0,12300.0,2025-02-23
5061,Finger Millet,Quintal,3,4500.0,5500.0,2025-02-23
5063,Jaggery - Type 1,Quintal,305,3675.0,3825.0,2025-02-23
5064,Jaggery - Type 2,Quintal,178,3515.0,3661.0,2025-02-23
5065,Red Jaggery,Quintal,215,3375.0,3501.0,2025-02-23
5067,Box Jaggery,Quintal,264,3700.0,4100.0,2025-02-23
5068,Red Chilli - Byadgi,Quintal,3,14000.0,16000.0,2025-02-23
5069,Red Chilli - Guntur,Quintal,5,13000.0,15000.0,2025-02-23
6009,Dates,10 Kg,1525,400.0,1400.0,2025-02-23
6011,Grated Coconut,25 Kg,1700,2825.0,2975.0,2025-02-23
6018,Amaranth,50 Kg,1315,6200.0,7400.0,2025-02-23
7001,Jasmine,1 Kg,26,300.0,450.0,2025-02-23
7002,Marigold,1 Kg,288,200.0,300.0,2025-02-23
7003,Jasmine,1 Kg,12,200.0,300.0,2025-02-23
7005,Tube Rose,1 Kg,4388,100.0,150.0,2025-02-23
7006,Marigold,1 Kg,32507,20.0,30.0,2025-02-23
7007,Holy Basil,1 Kg,2225,20.0,30.0,2025-02-23
7009,Lightning,1 Kg,5789,20.0,30.0,2025-02-23
7011,White Chrysanthemum,1 Kg,3976,40.0,60.0,2025-02-23
7012,Yellow Chrysanthemum,1 Kg,1700,40.0,60.0,2025-02-23
7013,Aster,Per Hundred,4285,8.0,12.0,2025-02-23
7015,Lily,Bundle,1082,8.0,12.0,2025-02-23
7016,Rose,Bunch,5335,20.0,30.0,2025-02-23
7018,Tube Rose Stick,Bunch,680,12.0,18.0,2025-02-23
7020,Golden D.J.,Bunch,1288,20.0,30.0,2025-02-23
7021,Gladiolus Plain,Bunch,185,20.0,30.0,2025-02-23
7022,Gladiolus Colored,Bunch,680,40.0,60.0,2025-02-23
7027,Tats,Bunch,113,12.0,18.0,2025-02-23
7028,Gypsy,Bunch,453,160.0,240.0,2025-02-23
7031,Gerbera,Bunch,5799,40.0,60.0,2025-02-23
7032,Carnation,Bunch,422,200.0,300.0,2025-02-23
7033,Dutch Rose,Bunch,4676,200.0,300.0,2025-02-23
7035,Portia Tree,Per Piece,3451,8.0,12.0,2025-02-23
7036,Hibiscus,Per Hundred,285,8.0,12.0,2025-02-23
7038,Lilium,Bunch,185,400.0,600.0,2025-02-23
7039,Orchid,Bunch,185,400.0,600.0,2025-02-23
7040,Anthurium,Bunch,82,80.0,120.0,2025-02-23
7041,Grass,Bunch,1936,20.0,30.0,2025-02-23
7042,Leaf,Bunch,3461,28.0,42.0,2025-02-23
1001,Onion,Quintal,11949,1400.0,2800.0,2025-02-22
1002,Potato,Quintal,4631,1200.0,1800.0,2025-02-22
1003,Garlic,Quintal,1151,5000.0,13000.0,2025-02-22
1004,Ginger,Quintal,318,1000.0,2500.0,2025-02-22
2001,Ladyfinger,Quintal,317,3000.0,6000.0,2025-02-22
2002,Cluster Beans,Quintal,79,5000.0,8000.0,2025-02-22
2003,Tomato,Quintal,1672,500.0,1200.0,2025-02-22
2004,Peas,Quintal,1557,2000.0,3000.0,2025-02-22
2005,Ridge Gourd,Quintal,187,2000.0,6000.0,2025-02-22
2006,Tinda,Quintal,46,2000.0,3500.0,2025-02-22
2007,Green Chilli,Quintal,583,3000.0,4000.0,2025-02-22
2008,Bottle Gourd,Quintal,169,800.0,2000.0,2025-02-22
2010,Cucumber,Quintal,513,800.0,1800.0,2025-02-22
2011,Bitter Gourd,Quintal,98,2000.0,3000.0,2025-02-22
2012,Yam,Quintal,120,800.0,1500.0,2025-02-22
2013,Carrot,Quintal,1518,2000.0,3000.0,2025-02-22
2015,Pointed Gourd,Quintal,18,2000.0,2500.0,2025-02-22
2016,Cauliflower,Quintal,839,400.0,1000.0,2025-02-22
2017,Cabbage,Quintal,469,400.0,800.0,2025-02-22
2018,Brinjal,Quintal,325,1400.0,4000.0,2025-02-22
2019,Pumpkin,Quintal,274,1500.0,3000.0,2025-02-22
2020,Elephant Foot Yam,Quintal,5,1500.0,7000.0,2025-02-22
2021,Ivy Gourd,Quintal,30,1500.0,4000.0,2025-02-22
2022,Beetroot,Quintal,158,600.0,1600.0,2025-02-22
2023,Ash Gourd,Quintal,51,1000.0,2000.0,2025-02-22
2024,Parwal,Quintal,34,3000.0,5000.0,2025-02-22
2026,Hyacinth Beans,Quintal,67,2000.0,3000.0,2025-02-22
2027,Drumstick,Quintal,88,2000.0,5000.0,2025-02-22
2028,Raw Mango,Quintal,78,4000.0,6000.0,2025-02-22
2029,Chow Chow,Quintal,22,2000.0,4000.0,2025-02-22
2031,Double Beans,Quintal,6,2000.0,3000.0,2025-02-22
2032,Amaranth Leaves,Quintal,29,2000.0,3000.0,2025-02-22
2033,Taro,Quintal,40,2000.0,4000.0,2025-02-22
2036,Zucchini,Quintal,16,2000.0,2500.0,2025-02-22
2037,Curry Leaves,Quintal,27,2000.0,4000.0,2025-02-22
2040,Colocasia,Quintal,8,1600.0,2500.0,2025-02-22
3023,Red and Yellow Pumpkin,Quintal,18,5000.0,6000.0,2025-02-22
3024,Basil,Quintal,1,2500.0,3000.0,2025-02-22
3025,Broccoli,Quintal,34,3000.0,4000.0,2025-02-22
3028,Chinese Cabbage,Quintal,1,2000.0,2500.0,2025-02-22
3029,Red Cabbage,Quintal,1,1500.0,2000.0,2025-02-22
3031,Baby Corn,Quintal,3,4000.0,5000.0,2025-02-22
3032,Zucchini,Quintal,5,1200.0,2000.0,2025-02-22
3033,Cherry Tomato,Quintal,1,2500.0,3000.0,2025-02-22
3034,Lettuce,Quintal,1,200.0,2000.0,2025-02-22
3035,Celery,Quintal,4,2000.0,2500.0,2025-02-22
3036,Mushroom,Quintal,6,8000.0,12000.0,2025-02-22
3037,Lotus Root,Quintal,4,1500.0,2000.0,2025-02-22
3038,Radish,Quintal,2,2000.0,3000.0,2025-02-22
3041,Chinese Cucumber,Quintal,4,1500.0,2000.0,2025-02-22
3042,Chinese Garlic,Quintal,2,5000.0,7000.0,2025-02-22
3001,Coriander,Per Hundred,112525,500.0,1000.0,2025-02-22
3002,Fenugreek,Per Hundred,78250,400.0,900.0,2025-02-22
3003,Dill,Per Hundred,3900,500.0,900.0,2025-02-22
3004,Spring Onion,Per Hundred,7860,400.0,1000.0,2025-02-22
3005,Spinach,Per Hundred,22010,500.0,700.0,2025-02-22
3006,Radish,Per Hundred,4827,600.0,1500.0,2025-02-22
3007,Amaranth Leaves,Per Hundred,250,500.0,1000.0,2025-02-22
3008,Mustard,Per Hundred,360,500.0,600.0,2025-02-22
3009,Amaranth,Per Hundred,750,400.0,600.0,2025-02-22
3010,Green Garlic,Per Hundred,2500,800.0,1000.0,2025-02-22
3011,Mint,Per Hundred,15350,200.0,400.0,2025-02-22
3014,Chia Seeds,Per Hundred,700,500.0,600.0,2025-02-22
3016,Chia,Per Hundred,1930,400.0,800.0,2025-02-22
3022,Iceberg Lettuce,Quintal,5,2500.0,3000.0,2025-02-22
4001,Lemon,Quintal,220,500.0,3500.0,2025-02-22
4002,Guava,Quintal,266,2000.0,5000.0,2025-02-22
4007,Pear,Quintal,1,5500.0,8000.0,2025-02-22
4027,Pomegranate,Quintal,7,1500.0,5000.0,2025-02-22
4034,Jamun,Quintal,543,2500.0,7500.0,2025-02-22
4038,Pineapple,Quintal,398,2600.0,5600.0,2025-02-22
4044,Fig,Quintal,9,4000.0,10000.0,2025-02-22
4049,Strawberry,Quintal,17,10000.0,20000.0,2025-02-22
4051,Jujube,Quintal,33,2000.0,4000.0,2025-02-22
4054,Sapodilla,Quintal,139,1500.0,5000.0,2025-02-22
4059,Pomegranate - No.1,Quintal,216,2500.0,15000.0,2025-02-22
4063,Apple - Shimla,Quintal,367,3000.0,12000.0,2025-02-22
4074,Karonda,Quintal,1333,1000.0,1500.0,2025-02-22
4081,Amla,Quintal,24,2500.0,3000.0,2025-02-22
4086,Banana,Quintal,9,800.0,1600.0,2025-02-22
4088,Sweet Lime,Quintal,304,2500.0,6000.0,2025-02-22
4102,Papaya,Quintal,225,1000.0,2000.0,2025-02-22
4142,Grapes - Tasgaon,Quintal,498,2500.0,10000.0,2025-02-22
7001,Jasmine,1 Kg,26,200.0,300.0,2025-02-22
7002,Marigold,1 Kg,294,200.0,300.0,2025-02-22
7003,Jasmine,1 Kg,13,200.0,300.0,2025-02-22
7005,Tube Rose,1 Kg,4473,60.0,90.0,2025-02-22
7006,Marigold,1 Kg,33138,8.0,12.0,2025-02-22
7007,Holy Basil,1 Kg,2268,12.0,18.0,2025-02-22
7009,Lightning,1 Kg,5901,20.0,30.0,2025-02-22
7011,White Chrysanthemum,1 Kg,4053,40.0,60.0,2025-02-22
7012,Yellow Chrysanthemum,1 Kg,1733,40.0,60.0,2025-02-22
7013,Aster,Per Hundred,4368,12.0,18.0,2025-02-22
7015,Lily,Bundle,1103,8.0,12.0,2025-02-22
7016,Rose,Bunch,5439,16.0,24.0,2025-02-22
7018,Tube Rose Stick,Bunch,639,16.0,24.0,2025-02-22
7020,Golden D.J.,Bunch,1313,20.0,30.0,2025-02-22
7021,Gladiolus Plain,Bunch,189,20.0,30.0,2025-02-22
